código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3]
100874,D-1407-B,"Dado de 7/32', 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,145.906
100876,D-1409-B,"Dado de 9/32', 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.02,161.32
100878,D-1410-B,"Dado de 5/16', 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,151.648
100879,D-1411-B,"Dado de 11/32', 12 puntas, cuadro 1/4', Truper",MM00,6,24,32,Pieza,7.50624E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.025,147.406
100885,CAZ-60BX,"Cortador azulejo 25' (63cm) gran formato c/maletín, EXPERT",MM00,1,3,2395,Pieza,7.50624E+12,1650,0,1975,1650,2395,1702.59,1422.41,2064.66,Expert,1875,2175,31162800,Ferretería en general,P045,Cortadores de azulejo,8.66,28064.823
100890,MADE-6NX,"Martillo demoledor SDS Max 6kg, 14J, 1200W, TRUPER EXPERT",MM0,1,0,7250,Pieza,7.50624E+12,5450,0,5950,5450,7250,5129.31,4698.28,6250,Expert,5646.55,6550,27111602,Martillos,P097,Máquinas portátiles,10.34,34207.8
100891,MADE-10NX,"Martillo demoledor SDS Max 10kg, 25J, 1500W, TRUPER EXPERT",MM0,1,0,10950,Pieza,7.50624E+12,8250,0,9000,8250,10950,7758.62,7112.07,9439.66,Expert,8577.59,9950,27111602,Martillos,P097,Máquinas portátiles,16.09,44694
100893,MADE-20NX,"Martillo demoledor HEX 20 kg, 55J, 1600W, TRUPER EXPERT",MM0,1,0,14500,Pieza,7.50624E+12,10950,0,11950,10950,14500,10301.72,9439.66,12500,Expert,11422.41,13250,27111602,Martillos,P097,Máquinas portátiles,29.38,63401.8
100894,MADE-30NX,"Martillo demoledor HEX 30 kg, 62J, 2000W, TRUPER EXPERT",MM0,1,0,28500,Pieza,7.50624E+12,21500,0,23500,21500,28500,20258.62,18534.48,24568.97,Expert,22370.69,25950,27112700,Herramientas mecánicas,P097,Máquinas portátiles,37.56,76962.6
100900,SOIN-101M,"Mini soldadora inversora 100A, 127V, TRUPER",MM0,1,0,2450,Pieza,7.50624E+12,1850,0,2050,1850,2450,1767.24,1594.83,2112.07,Truper,1939.66,2250,23271700,"Accesorios para soldar, soldadura fuerte y soldadura débil",P188,Máquinas de soldar,5.88,18809.208
100902,ESMA-45110,"Esmeriladora angular 4-1/2', 1100W, TRUPER PRO",MM1,1,6,1225,Pieza,7.50624E+12,925,0,1015,925,1225,875,797.41,1056.03,Truper,961.21,1115,27111905,Esmeriladoras,P097,Máquinas portátiles,2.74,8666.112
100903,CATA-36P,"Cama de plástico 36' para mecánico, Truper",MM00,1,0,1035,Pieza,7.50624E+12,715,0,855,715,1035,737.07,616.38,892.24,Truper,814.66,945,31162800,Ferretería en general,P494,Equipo de taller automotriz,4.14,33626.62
100904,CATA-40P,"Cama de plástico 40' para mecánico, Truper",MM00,1,0,1150,Pieza,7.50624E+12,795,0,955,795,1150,823.28,685.34,991.38,Truper,905.17,1050,31162800,Ferretería en general,P494,Equipo de taller automotriz,5.28,44837.5
100905,D-7321-MLPD,"Dado largo impacto prot. plást. 21 mm, 6 puntas, cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.225,246.257
100906,AI-5254,"Adaptador de impacto 1/2' (H) x 3/8' (M), Truper",MM00,6,72,109,Pieza,7.50624E+12,69,0,90,69,109,77.59,59.48,93.97,Truper,84.48,98,31162800,Ferretería en general,P808,Matracas y accesorios,0.075,197.068
100907,AI-5653,"Adaptador de impacto 1/2' (H) x 3/4' (M), Truper",MM00,6,36,215,Pieza,7.50624E+12,135,0,175,135,215,150.86,116.38,185.34,Truper,168.1,195,31162800,Ferretería en general,P808,Matracas y accesorios,0.17,263.707
100911,TRA-PRO-S-X,"Conjunto impermeable triple capa, talla CH, Truper Expert",MM00,2,20,545,Set,7.50624E+12,345,0,445,345,545,383.62,297.41,469.83,Expert,426.72,495,46181506,Ponchos de protección,P448,Impermeables y ponchos,1.59,4040.4
100913,TRA-PRO-L-X,"Conjunto impermeable triple capa, talla G, Truper Expert",MM00,2,20,545,Set,7.50624E+12,345,0,445,345,545,383.62,297.41,469.83,Expert,426.72,495,46181506,Ponchos de protección,P448,Impermeables y ponchos,1.78,3987.786
100914,TRA-PRO-XL-X,"Conjunto impermeable triple capa, talla XG, Truper Expert",MM00,2,20,545,Set,7.50624E+12,345,0,445,345,545,383.62,297.41,469.83,Expert,426.72,495,46181506,Ponchos de protección,P448,Impermeables y ponchos,1.827,4081.254
100916,D-1418,"Dado de 9/16', 6 puntas, cuadro 1/4', Truper",MM00,6,24,37,Pieza,7.50624E+12,22,0,30,22,37,25.86,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.04,145.47
100917,D-1405-B,"Dado de 5/32', 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,155.49
100919,D-3808-HL,"Dado largo de 1/4', 6 puntas, cuadro 3/8', Truper",MM00,6,36,62,Pieza,7.50624E+12,39,0,50,39,62,43.1,33.62,53.45,Truper,48.28,56,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,150.983
100921,D-7322-ML,"Dado largo impacto de 22 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,24,235,Pieza,7.50624E+12,149,0,195,149,235,168.1,128.45,202.59,Truper,185.34,215,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.3,244.938
100922,D-7323-ML,"Dado largo impacto de 23 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,24,235,Pieza,7.50624E+12,149,0,195,149,235,168.1,128.45,202.59,Truper,185.34,215,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.34,239.599
100923,D-7324-ML,"Dado largo impacto de 24 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,24,235,Pieza,7.50624E+12,149,0,195,149,235,168.1,128.45,202.59,Truper,185.34,215,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.325,230.459
100924,D-7325-ML,"Dado largo impacto de 25 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,24,249,Pieza,7.50624E+12,159,0,205,159,249,176.72,137.07,214.66,Truper,197.41,229,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.38,280.603
100925,D-7326-ML,"Dado largo impacto de 26 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,36,249,Pieza,7.50624E+12,159,0,205,159,249,176.72,137.07,214.66,Truper,197.41,229,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.345,278.286
100926,D-7327-ML,"Dado largo impacto de 27 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,36,275,Pieza,7.50624E+12,175,0,229,175,275,197.41,150.86,237.07,Truper,214.66,249,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.385,290.802
100927,D-7324-HLPD,"Dado largo impacto prot. plást. 3/4', 6 puntas, cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.24,324.516
100928,D-7326-HLPD,"Dado largo impacto prot. plást. 13/16', 6 puntas,cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.24,333.198
100929,D-7328-HLPD,"Dado largo impacto prot. plást. 7/8', 6 puntas, cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.28,353.646
100930,D-7317-MLPD,"Dado largo impacto prot. plást. 17 mm, 6 puntas, cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.17,196.8
100931,D-7319-MLPD,"Dado largo impacto prot. plást. 19 mm, 6 puntas, cuadro 1/2'",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111700,Llaves inglesas y guías,P804,Dados y accesorios 1/2',0.195,227.7
100933,ALL-8TMX,"Juego 8 llaves allen mm extralargas mango T, punta de bola",MM00,4,8,585,Set,7.50624E+12,375,0,485,375,585,418.1,323.28,504.31,Truper,461.21,535,31162800,Ferretería en general,P086,Llaves allen y torx,1.006,9213.75
100934,ALL-8TPX,"Juego 8 llaves allen std extralargas mango T, punta de bola",MM00,4,8,585,Set,7.50624E+12,375,0,485,375,585,418.1,323.28,504.31,Truper,461.21,535,27111728,Juego de destornilladores,P086,Llaves allen y torx,1,8606.4
100949,AI-5453,"Adaptador de Impacto 3/4' (H) x 1/2' (M), Truper",MM00,6,24,249,Pieza,7.50624E+12,159,0,205,159,249,176.72,137.07,214.66,Truper,197.41,229,31162800,Ferretería en general,P808,Matracas y accesorios,0.4,540.274
100950,AI-5455,"Adaptador de Impacto 3/4' (H) x 1' (M), Truper",MM00,6,24,465,Pieza,7.50624E+12,295,0,385,295,465,331.9,254.31,400.86,Truper,366.38,425,31162800,Ferretería en general,P808,Matracas y accesorios,0.46,590.04
100953,D-1414-BM,"Dado de 14 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,37,Pieza,7.50624E+12,22,0,30,22,37,25.86,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.04,144.638
100954,ROU-A3,"Router (Rebajadora) 1200W, 1-3/4 HP, TRUPER PRO",MM0,1,4,1735,Pieza,7.50624E+12,1300,0,1435,1300,1735,1237.07,1120.69,1495.69,Truper,1357.76,1575,31162800,Ferretería en general,P097,Máquinas portátiles,3.68,14748.336
100955,BACA-LT ,Larguero de bastidor calibre 16 para carretillas TRUPER,MM00,6,0,135,Pieza,7.50624E+12,85,0,110,85,135,94.83,73.28,116.38,Truper,103.45,120,31162800,Ferretería en general,P433,Refacciones de carretillas,1.606,1558.848
100957,BACA-UX,"Nariz de bastidor calibre 16 para CAT-50X y 60X, EXPERT",MM00,3,0,70,Pieza,7.50624E+12,45,0,59,45,70,50.86,38.79,60.34,Expert,56.03,65,31162800,Ferretería en general,P433,Refacciones de carretillas,0.725,2399.933
100958,BACA-LX,"Larguero de bastidor calibre 14 para CAT-50X y 60X, EXPERT",MM00,6,0,165,Pieza,7.50624E+12,105,0,135,105,165,116.38,90.52,142.24,Expert,128.45,149,31162800,Ferretería en general,P433,Refacciones de carretillas,1.99,1387.861
100959,M23S,"Manguera de succión y descarga 2' p/motobomba, rollo 30m",MM00,30,0,195,Metro,7.50624E+12,135,0,162,135,195,139.66,116.38,168.1,Truper,154.31,179,31162800,Ferretería en general,P789,Mangueras para motobombas,0.952,9680
100961,D-1412-B,"Dado de 3/8', 12 puntas, cuadro 1/4', Truper",MM00,6,24,32,Pieza,7.50624E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.02,149.366
100962,D-1414-B,"Dado de 7/16', 12 puntas, cuadro 1/4', Truper",MM00,6,24,34,Pieza,7.50624E+12,20,0,28,20,34,24.14,17.24,29.31,Truper,26.72,31,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.025,153.263
100965,D-1418-B,"Dado de 9/16', 12 puntas, cuadro 1/4', Truper",MM00,6,24,37,Pieza,7.50624E+12,22,0,30,22,37,25.86,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.04,144.72
100967,D-1414-M,"Dado de 14 mm, 6 puntas, cuadro 1/4', Truper",MM00,6,24,37,Pieza,7.50624E+12,22,0,30,22,37,25.86,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.04,143.359
100969,D-1405-LM,"Dado largo de 5 mm, 6 puntas, cuadro 1/4', Truper",MM00,6,24,39,Pieza,7.50624E+12,23,0,32,23,39,27.59,19.83,33.62,Truper,30.17,35,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.025,147.282
100974,D-1405-BM,"Dado de 5 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,146.913
100978,D-1406-BM,"Dado de 6 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,143.08
100979,D-1407-BM,"Dado de 7 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,150.408
100980,D-1408-BM,"Dado de 8 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,30,Pieza,7.50624E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.015,152.172
100981,D-1409-BM,"Dado de 9 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,32,Pieza,7.50624E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.025,148.925
100982,D-1410-BM,"Dado de 10 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,32,Pieza,7.50624E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.02,145.906
100984,D-1411-BM,"Dado de 11 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,34,Pieza,7.50624E+12,20,0,28,20,34,24.14,17.24,29.31,Truper,26.72,31,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.025,145.468
100987,D-1413-BM,"Dado de 13 mm, 12 puntas, cuadro 1/4', Truper",MM00,6,24,36,Pieza,7.50624E+12,21,0,29,21,36,25,18.1,31.03,Truper,27.59,32,27111700,Llaves inglesas y guías,P805,Dados y accesorios 1/4',0.03,149.328
100989,TAMA-2N,"Taladro magnético 1-3/8', 1200W, TRUPER EXPERT",MM0,1,0,12750,Pieza,7.50624E+12,9550,0,10500,9550,12750,9051.72,8232.76,10991.38,Expert,9913.79,11500,23101502,Taladros,P097,Máquinas portátiles,17.66,46368.4
100990,D-3810-HL,"Dado largo de 5/16', 6 puntas, cuadro 3/8', Truper",MM00,6,36,62,Pieza,7.50624E+12,39,0,50,39,62,43.1,33.62,53.45,Truper,48.28,56,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,153.09
100992,D-3807-HM-L,"Dado largo de 7 mm, 6 puntas, cuadro 3/8', Truper",MM00,6,36,55,Pieza,7.50624E+12,35,0,45,35,55,38.79,30.17,47.41,Truper,43.1,50,27111704,Enchufes,P807,Dados y accesorios 3/8',0.059,152.164
100994,D-3809-HM-L,"Dado largo de 9 mm, 6 puntas, cuadro 3/8', Truper",MM00,6,36,55,Pieza,7.50624E+12,35,0,45,35,55,38.79,30.17,47.41,Truper,43.1,50,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,157.652
100995,D-3820-HM-L,"Dado largo de 20 mm, 6 puntas, cuadro 3/8', Truper",MM00,6,36,102,Pieza,7.50624E+12,65,0,85,65,102,73.28,56.03,87.93,Truper,80.17,93,27111704,Enchufes,P807,Dados y accesorios 3/8',0.18,173.98
100996,D-3806-M,"Dado de 6 mm, 12 puntas, cuadro 3/8', Truper",MM00,6,36,36,Pieza,7.50624E+12,23,0,30,23,36,25.86,19.83,31.03,Truper,28.45,33,27111704,Enchufes,P807,Dados y accesorios 3/8',0.025,108.239
101001,D-1210-EL,"Dado largo de 5/16' 12 puntas, cuadro 1/2', Truper",MM00,6,48,93,Pieza,7.50624E+12,59,0,77,59,93,66.38,50.86,80.17,Truper,73.28,85,27111704,Enchufes,P804,Dados y accesorios 1/2',0.115,194.906
101002,D-1212-EL,"Dado largo de 3/8' 12 puntas, cuadro 1/2', Truper",MM00,6,48,93,Pieza,7.50624E+12,59,0,77,59,93,66.38,50.86,80.17,Truper,73.28,85,27111704,Enchufes,P804,Dados y accesorios 1/2',0.116,208.538
101003,D-1214-EL,"Dado largo de 7/16' 12 puntas, cuadro 1/2', Truper",MM00,6,48,93,Pieza,7.50624E+12,59,0,77,59,93,66.38,50.86,80.17,Truper,73.28,85,27111704,Enchufes,P804,Dados y accesorios 1/2',0.12,253.344
101006,D-1226-M,"Dado de 26 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,72,102,Pieza,7.50624E+12,65,0,85,65,102,73.28,56.03,87.93,Truper,80.17,93,27111704,Enchufes,P804,Dados y accesorios 1/2',0.185,212.652
101007,D-1227-M,"Dado de 27 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,72,115,Pieza,7.50624E+12,73,0,95,73,115,81.9,62.93,99.14,Truper,90.52,105,27111704,Enchufes,P804,Dados y accesorios 1/2',0.19,211.535
101008,D-1220-ML,"Dado largo de 20 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,113,Pieza,7.50624E+12,72,0,93,72,113,80.17,62.07,97.41,Truper,88.79,103,27111704,Enchufes,P804,Dados y accesorios 1/2',0.2,239.598
101009,D-1221-ML,"Dado largo de 21 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,113,Pieza,7.50624E+12,72,0,93,72,113,80.17,62.07,97.41,Truper,88.79,103,27111704,Enchufes,P804,Dados y accesorios 1/2',0.186,232.75
101010,D-1222-ML,"Dado largo de 22 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,130,Pieza,7.50624E+12,83,0,108,83,130,93.1,71.55,112.07,Truper,101.72,118,27111704,Enchufes,P804,Dados y accesorios 1/2',0.235,229.249
101011,D-1223-ML,"Dado largo de 23 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,145,Pieza,7.50624E+12,92,0,119,92,145,102.59,79.31,125,Truper,112.07,130,27111704,Enchufes,P804,Dados y accesorios 1/2',0.28,248.558
101012,D-1224-ML,"Dado largo de 24 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,145,Pieza,7.50624E+12,92,0,119,92,145,102.59,79.31,125,Truper,112.07,130,27111704,Enchufes,P804,Dados y accesorios 1/2',0.274,241.65
101013,D-1225-ML,"Dado largo de 25 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,165,Pieza,7.50624E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,27111704,Enchufes,P804,Dados y accesorios 1/2',0.3,237.072
101014,D-1226-ML,"Dado largo de 26 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,179,Pieza,7.50624E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27111704,Enchufes,P804,Dados y accesorios 1/2',0.36,420.982
101015,D-1227-ML,"Dado largo de 27 mm, 6 puntas, cuadro 1/2', Truper",MM00,6,48,187,Pieza,7.50624E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,27111704,Enchufes,P804,Dados y accesorios 1/2',0.344,422.356
101016,D-3432-H,"Dado de 1', 6 puntas, cuadro 3/4', Truper",MM00,3,24,199,Pieza,7.50624E+12,129,0,169,129,199,145.69,111.21,171.55,Truper,159.48,185,27111704,Enchufes,P806,Dados y accesorios 3/4',0.264,318
101030,BACA-UT,Nariz de bastidor calibre 18 p/ carretillas TRUPER y PRETUL,MM00,3,0,55,Pieza,7.50624E+12,35,0,45,35,55,38.79,30.17,47.41,Truper,43.1,50,31162800,Ferretería en general,P433,Refacciones de carretillas,0.593,2391.718
101033,PET-6XA,"Llave ajustable (perico) 6' boca ancha Comfort Grip, Expert",MM00,6,48,215,Pieza,7.50624E+12,135,0,175,135,215,150.86,116.38,185.34,Expert,168.1,195,27111700,Llaves inglesas y guías,P085,Llaves ajustables,0.191,410.957
101034,PET-8XA,"Llave ajustable (perico) 8' boca ancha Comfort Grip, Expert",MM00,6,48,259,Pieza,7.50624E+12,165,0,215,165,259,185.34,142.24,223.28,Expert,202.59,235,27111700,Llaves inglesas y guías,P085,Llaves ajustables,0.316,525.978
101035,PET-10XA,"Llave ajustable (perico) 10' boca ancha Comfort Grip, Expert",MM00,6,36,399,Pieza,7.50624E+12,255,0,329,255,399,283.62,219.83,343.97,Expert,309.48,359,27111700,Llaves inglesas y guías,P085,Llaves ajustables,0.53,937.185
101036,PET-12XA,"Llave ajustable (perico) 12' boca ancha Comfort Grip, Expert",MM00,6,24,585,Pieza,7.50624E+12,375,0,485,375,585,418.1,323.28,504.31,Expert,461.21,535,27111700,Llaves inglesas y guías,P085,Llaves ajustables,0.843,1232.947
101040,M33S,"Manguera de succión y descarga 3' p/motobomba, rollo 30m",MM00,30,0,339,Metro,7.50624E+12,235,0,285,235,339,245.69,202.59,292.24,Truper,266.38,309,31162800,Ferretería en general,P789,Mangueras para motobombas,1.7,16993.2
101041,M43S,"Manguera de succión y descarga 4' p/motobomba, rollo 30m",MM00,30,0,525,Metro,7.50624E+12,365,0,435,365,525,375,314.66,452.59,Truper,409.48,475,31162800,Ferretería en general,P789,Mangueras para motobombas,2.6,36240.4
101047,BAPA-J4,"Juego con 4 barras de palanca, Truper",MM00,1,8,1050,Set,7.50624E+12,665,0,865,665,1050,745.69,573.28,905.17,Truper,814.66,945,31162800,Ferretería en general,P731,Barras de palanca,2.2,6583.196
101072,TPN-875,"Esmeriladora angular neumática 4-1/2', Truper",MM0,1,4,2015,Pieza,7.50624E+12,1390,0,1665,1390,2015,1435.34,1198.28,1737.07,Truper,1581.9,1835,27111905,Esmeriladoras,P212,Herramientas neumáticas,2.12,5018.348
101080,PISO-400,"Pistola metálica para sopletear con gancho, TRUPER",MM00,2,24,259,Pieza,7.50624E+12,165,0,215,165,259,185.34,142.24,223.28,Truper,202.59,235,31162800,Ferretería en general,P229,Accesorios neumáticos,0.209,1273.563
101081,ET-2XM,"Espátula 2' acero inoxidable con mango de madera, Expert",MM00,6,120,102,Pieza,7.50624E+12,65,0,84,65,102,72.41,56.03,87.93,Expert,79.31,92,27111909,Espátulas,P059,Espátulas,0.135,255.024
101083,ET-3XM,"Espátula 3' acero inoxidable con mango de madera, Expert",MM00,6,120,109,Pieza,7.50624E+12,69,0,89,69,109,76.72,59.48,93.97,Expert,85.34,99,27111909,Espátulas,P059,Espátulas,0.14,259.908
101084,ET-4XM,"Espátula 4' acero inoxidable con mango de madera, Expert",MM00,6,120,117,Pieza,7.50624E+12,75,0,97,75,117,83.62,64.66,100.86,Expert,92.24,107,27111909,Espátulas,P059,Espátulas,0.16,297.279
101085,ET-5XM,"Espátula 5' acero inoxidable con mango de madera, Expert",MM00,6,120,135,Pieza,7.50624E+12,85,0,109,85,135,93.97,73.28,116.38,Expert,102.59,119,27111909,Espátulas,P059,Espátulas,0.165,385.864
